"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process","18/5939","19/18986",0.947368421052632,3.02858003739775,5.96865199621375,1.0810179761817e-08,1.83802115573905e-07,1.30890659877801e-07,"100/270/3615/272/132/10606/3614/2618/122622/271/8833/318/3251/158/471/353/5471/5198",18
"GO:2000641","regulation of early endosome to late endosome transport","18/5939","19/18986",0.947368421052632,3.02858003739775,5.96865199621375,1.0810179761817e-08,1.83802115573905e-07,1.30890659877801e-07,"55823/23011/23317/6714/25930/8724/5962/7430/404636/51652/5605/29934/1601/5594/5595/4478/5604/8898",18
"GO:0070507","regulation of microtubule cytoskeleton organization","87/5939","166/18986",0.524096385542169,1.67544939819896,5.89717051875076,1.13489344492103e-08,1.9244506807307e-07,1.37045549620914e-07,"2258/9750/4133/1104/25/2011/3192/7175/23636/10142/6904/57159/2932/11075/10300/11076/859/23122/636/6188/4926/1639/10982/4733/23299/1540/55201/1027/10013/50810/387/4137/57606/8874/55605/5563/5562/1859/22911/28964/157922/8480/6093/79643/1213/51510/1778/23187/6249/27243/23332/5058/57132/2931/6622/58526/22919/29082/91782/256364/5119/3925/57551/9659/1003/58497/10382/25978/9181/5048/6683/22924/51652/9525/402/24139/4130/9793/4131/2770/5879/128866/3303/4204/2288/10297/29899",87
"GO:0009266","response to temperature stimulus","91/5939","176/18986",0.517045454545455,1.65290873884492,5.87112125371762,1.26033357513677e-08,2.13144648736365e-07,1.51786303631022e-07,"26027/27429/3158/6548/7352/5346/80196/3310/376497/844/34/3306/7175/3066/391634/170506/5609/154/9093/27000/8893/1936/2932/37/1153/81570/10273/2475/2766/2308/9531/6647/10013/7057/4137/55466/81790/3320/5611/664618/26973/3329/3301/10294/55198/3326/5562/22911/56925/8890/4287/3337/7531/8891/11080/7415/1410/126393/1965/10016/1312/3316/207/30001/5931/5832/7266/4846/1967/4067/4842/3312/3297/51501/4792/4804/3162/7341/5566/10049/51022/9261/3303/8892/3315/3654/2729/286133/11168/3281/7442",91
"GO:0019076","viral release from host cell","24/5939","29/18986",0.827586206896552,2.64565612462333,5.9835636683465,1.49917024544073e-08,2.52187547936506e-07,1.79589851070573e-07,"7879/7706/5091/9218/9217/27183/55207/5478/1642/7251/79643/51510/27243/57132/29082/91782/5119/858/25978/51652/9525/79720/5481/128866",24
"GO:0035891","exit from host cell","24/5939","29/18986",0.827586206896552,2.64565612462333,5.9835636683465,1.49917024544073e-08,2.52187547936506e-07,1.79589851070573e-07,"7879/7706/5091/9218/9217/27183/55207/5478/1642/7251/79643/51510/27243/57132/29082/91782/5119/858/25978/51652/9525/79720/5481/128866",24
"GO:0051223","regulation of protein transport","195/5939","446/18986",0.437219730941704,1.3977191129246,5.73450134222372,1.57666620804415e-08,2.6452025904189e-07,1.88372321770792e-07,"54602/94121/5663/10956/25874/347/7042/8736/27346/948/90550/131474/258010/3717/5208/51124/8692/9585/348/952/9648/6422/8398/7175/6248/2621/2147/56850/64285/10059/1595/5108/337867/163882/572/10857/10155/53371/2010/2932/2181/4088/79971/975/240/3767/43/10399/23435/84300/444/5770/7957/57506/5569/84522/5573/6566/51092/8754/5905/382/10134/55737/27032/1374/2308/27248/6810/9531/4756/322/5478/5213/23176/8655/3667/51715/7327/3059/3320/7251/26056/5127/89866/26130/3301/5950/11142/7295/2182/3033/23256/23236/27063/27236/2316/64328/5007/10972/6672/5106/2029/9777/7531/7260/79567/3843/51569/51160/7273/55754/80223/5211/9854/2810/55204/3123/23607/56943/6714/2244/5715/1020/64175/2243/11235/3728/2266/4628/25930/5532/399687/5578/79752/5295/8724/2767/11261/8934/91942/5530/23410/64083/5587/5781/1445/55432/7514/2778/22902/8882/84876/10541/3312/9647/8536/5494/6844/5901/6558/29934/7341/5910/6717/351/5566/65985/51614/998/11315/5481/1956/2775/26297/9370/55696/5581/10961/283/3936/1432/10434/51684/5116/5071/2746/682/10497/5991/26229/4218/2822/6288/3783",195
"GO:0061615","glycolytic process through fructose-6-phosphate","21/5939","24/18986",0.875,2.79723017342987,5.94393269607392,1.72283933233987e-08,2.88279332726181e-07,2.05291826875029e-07,"83440/3099/3098/5213/221937/5214/2023/5515/7167/5315/5211/5223/6521/2584/5232/5566/5224/5230/2027/5207/2026",21
"GO:0007517","muscle organ development","166/5939","369/18986",0.449864498644986,1.43814234235961,5.73429711511527,1.73617674815228e-08,2.89744536466047e-07,2.06335239698476e-07,"1106/8110/9215/4621/4208/79810/9148/4607/9750/1120/51778/51676/9172/4205/1901/7042/196541/8736/445/2876/825/140465/1655/7135/57158/58529/4624/9456/8087/7134/4209/56704/57462/844/4625/53339/58/157680/6901/150572/8531/10290/6123/54583/57496/55352/2483/2010/9328/4633/347273/4666/10521/4088/7168/4000/3911/56203/5339/246329/84300/859/10105/2817/779/596/8557/221496/6261/4534/79784/6445/4634/4703/6840/26576/10060/10869/387/1271/1674/84717/221937/6876/1291/1293/245806/130827/5562/89/29926/3845/6443/10409/64091/85366/27063/2273/1605/219537/6262/4638/1499/10791/2006/1756/146862/55898/9318/2317/1489/1073/3679/3009/2280/7273/1410/493829/26548/7402/55692/10211/4089/3908/6444/93185/131377/1020/1281/3688/6525/858/5532/6442/6300/30001/9477/2275/857/3481/5530/6198/26263/56261/57486/8048/1827/3312/30008/10324/6717/22933/3792/4637/29895/129446/1432/80208/55909/6938/26287/2022/389125/136319/9099/1134",166
"GO:0045454","cell redox homeostasis","31/5939","42/18986",0.738095238095238,2.35956830955989,5.95108930889582,1.77308843050838e-08,2.95125903235934e-07,2.101674624417e-07,"2876/114112/2936/51714/23530/25824/84329/5052/7295/28964/55829/1728/7001/25828/10587/328/9588/10549/388962/30001/4846/4842/10539/51218/51022/654483/51027/10935/7296/2729/23071",31
"GO:0097193","intrinsic apoptotic signaling pathway","150/5939","327/18986",0.458715596330275,1.46643783666048,5.74024063333738,1.79074441074663e-08,2.97282372650195e-07,2.1170314500856e-07,"153090/8725/55075/5598/5414/22938/2081/1051/8678/133746/9709/2876/25/27429/9774/5625/114971/1655/578/3717/57805/7417/79073/5591/8575/4976/51024/54929/84447/23028/6421/5163/8531/55486/5423/54870/572/5527/54205/22954/9131/10550/4170/10955/8452/29979/4841/7186/10399/5164/10105/5770/596/8451/201163/5291/9958/10572/1687/6188/10134/1654/10131/1540/3428/7466/6647/7009/5478/1984/10494/6201/2956/8065/56616/8440/6794/51065/57646/23604/3301/2023/664/55031/7917/842/317/5371/9529/55829/1499/8453/3190/487/2810/581/1396/598/6714/8428/54700/79156/11235/10525/207/30001/489/6416/5295/50484/6154/857/83787/6648/9181/1191/22900/972/8454/5034/10625/9647/25793/6279/2213/4690/6477/351/142/8996/3094/11315/839/637/3303/960/29108/51060/3315/51527/10961/3265/6280/5071/4313/836/7178/4282/2534/54431",150
"GO:0043200","response to amino acid","71/5939","129/18986",0.550387596899225,1.75949804928922,5.83971765054137,1.80037462720922e-08,2.98098678458071e-07,2.12284459350462e-07,"9148/5105/143686/1051/538/445/2155/3158/57521/9868/4615/1277/9131/8452/23376/22849/55004/84861/2475/1278/1027/7009/58528/9978/8649/1291/1282/4524/27244/5111/64121/54675/23304/51520/389541/10325/28956/1728/10542/10670/5290/3843/5970/1147/824/83667/598/57707/1965/3276/1281/1536/6198/4067/1290/80315/197131/729438/3297/1786/5156/210/1956/2730/3184/4313/4144/2729/836/2534/4314",71
"GO:0009636","response to toxic substance","128/5939","270/18986",0.474074074074074,1.51553634793237,5.75627172548078,1.82213019680381e-08,3.00913146077914e-07,2.14288720959832e-07,"83990/2052/64116/10928/538/64757/6722/445/4129/2876/27429/948/578/4258/4257/348/8683/23028/54996/114112/2936/4259/847/51109/51714/4353/23530/9131/84883/373156/5444/51780/4155/2235/596/9536/1267/2879/2098/7779/55937/6647/25841/8288/2878/9403/1291/84293/25824/1193/27244/5052/7295/4056/23256/259/670/55829/1728/1665/7001/10919/3240/3049/10587/1147/6649/9588/581/83667/2952/10549/1312/1356/4357/128/140809/2671/8934/6198/6648/4846/5446/4067/2950/10314/241/2882/4025/64359/6415/4131/2053/10327/3043/3040/11315/210/9446/10058/3045/5581/10935/5445/7837/84817/2944/642/5742/6280/5071/2954/10516/9973/7296/4151/3050/3047/213/216/2946/493869/2947/114757/3042/3048/337/4502",128
"GO:0006739","NADP metabolic process","33/5939","46/18986",0.717391304347826,2.29338126020337,5.92546073821098,1.98161951079981e-08,3.26399567859605e-07,2.3243831926295e-07,"57521/23530/5091/64223/2475/25819/2232/9563/7086/25824/51181/1728/23729/83594/133686/3417/3418/4200/51071/10840/160428/32/2539/22934/6888/5226/57103/25961/64080/6120/4190/25796/4199",33
"GO:0045048","protein insertion into ER membrane","25/5939","31/18986",0.806451612903226,2.57809232574182,5.93277656437586,2.0256904877272e-08,3.3279200869804e-07,2.36990556308536e-07,"23471/55831/10430/54499/83460/23420/10328/57003/819/51608/9694/51234/8266/93380/29927/23065/7917/7485/56851/6449/56926/65125/439/284361/51016",25
"GO:0033120","positive regulation of RNA splicing","35/5939","50/18986",0.7,2.2377841387439,5.91278959648158,2.05617448252518e-08,3.36924963781652e-07,2.39933749951602e-07,"29896/22938/2081/92906/9967/27339/11338/5430/6434/6426/4928/4686/23064/27316/6625/65109/4691/5976/1153/5935/26528/79084/10419/1859/10209/9588/1207/5295/54407/8882/3312/3303/282996/55696/5394",35
"GO:0032008","positive regulation of TOR signaling","47/5939","75/18986",0.626666666666667,2.00334960992311,5.87397782576184,2.07028226043316e-08,3.38360085199993e-07,2.4095574030718e-07,"140775/96459/2155/55011/81929/84669/57521/253260/90809/2621/23274/8452/23387/8239/201163/55004/64223/84861/54468/10000/6850/29110/7375/58528/9978/8649/64121/51520/389541/10325/28956/10542/10670/8473/5290/6009/83667/6714/3276/1452/207/6198/6396/64083/55611/2159/4144",47
"GO:0006650","glycerophospholipid metabolic process","137/5939","294/18986",0.465986394557823,1.48968137515993,5.70907827277983,2.23910378526979e-08,3.65008542315242e-07,2.59932856678498e-07,"5320/8871/9487/65258/9896/8776/1120/55326/50640/8678/57678/2171/8443/114971/51573/25979/54928/284161/23049/85465/84947/3030/26090/255189/30849/376497/131118/22979/54545/57515/8760/10423/8398/6901/55529/84803/336/56894/90809/10162/23761/8605/132001/7405/54947/10390/5321/54344/7920/56994/2181/128869/5289/2170/3636/10555/5444/23175/80271/55361/8813/5359/5291/3631/4534/79143/8897/9107/145567/5833/137964/51099/9489/27440/335/84668/81490/55697/8525/5341/5333/54675/22908/375775/51763/23236/23167/8396/66036/57153/5298/23396/5290/8821/10554/11331/824/9588/79837/253558/3613/5130/8394/64419/5295/114882/5305/56261/5048/10908/51205/23659/1622/341/5335/283871/3632/5728/3633/5331/3707/5297/11145/3612/4204/5336/3628/8867/10380/23446/1071/2822/337/3931/8898/5332/1606",137
"GO:0031468","nuclear membrane reassembly","22/5939","26/18986",0.846153846153846,2.70501379408603,5.86951256399276,2.7814534264592e-08,4.52254316770037e-07,3.22063028326855e-07,"165324/1104/8815/221035/7329/27183/79643/51510/27243/148362/57132/137886/29082/91782/5119/25978/6683/51652/9525/55968/22933/128866",22
"GO:0007160","cell-matrix adhesion","116/5939","241/18986",0.481327800829876,1.53872531176225,5.67858083328078,2.9316269520053e-08,4.75449755677783e-07,3.38581153242394e-07,"10395/6614/54749/26515/50509/347/6722/25/6548/948/6422/88/7248/7070/1305/2932/4088/26073/11117/596/5291/23122/10580/8754/8500/10979/387/7057/55920/947/8874/3611/3987/10631/4653/7205/10420/89/8751/2335/83706/1605/6093/1845/3273/1499/7059/302/23332/10894/23499/56940/3679/7148/4811/7402/7791/5921/6714/22998/7264/2244/1012/3674/2017/1020/87/2243/8394/1281/3728/3688/2266/9748/3655/5747/5295/1009/2039/9475/8573/395/3690/3678/22795/9448/7448/6281/7094/6237/683/8829/9647/30008/4059/3693/71/5879/3685/5728/7414/960/3672/5786/94/3684/3689/3694/23603/10516/3691/2267/8516/11037/59339/9344",116
"GO:0006084","acetyl-CoA metabolic process","27/5939","35/18986",0.771428571428571,2.46612945902389,5.85729245189926,3.06707121909621e-08,4.96143873677328e-07,3.53318017135891e-07,"23181/5165/25874/10295/84532/1738/3158/5166/254552/38/5163/1743/10157/1737/23417/8050/5164/5160/5162/31/55902/3157/4598/32/10654/47/79717",27
"GO:0030833","regulation of actin filament polymerization","73/5939","135/18986",0.540740740740741,1.72865864686036,5.73232021517245,3.08551702469257e-08,4.97854468907666e-07,3.54536180146603e-07,"8195/253260/85464/1739/56203/274/51429/29765/64223/2475/382/10456/6840/11344/25802/442721/23189/8440/3059/2314/54961/54434/10787/7111/10565/2059/2006/26999/5217/10094/7408/5756/25959/830/23191/256949/5921/11078/2885/6708/2017/11135/9530/6710/6709/832/2039/5962/51571/6711/10092/10109/118/119/93663/91663/120/81873/5216/90952/4690/2934/23580/29766/81553/29108/5581/829/11151/7114/136319/29767/23500",73
"GO:0030048","actin filament-based movement","75/5939","140/18986",0.535714285714286,1.71258990209992,5.709534748445,3.40137011135529e-08,5.47421525555273e-07,3.89834276322199e-07,"4650/6336/4621/2258/4607/54749/140465/6548/4624/25777/7134/9444/488/4625/9631/10142/5350/1739/7168/859/274/23224/8976/29119/79784/10060/287/6329/817/5144/476/85366/477/6093/2316/4626/6262/4627/487/5290/55742/54874/4641/6324/6640/22998/6444/3728/4628/3759/857/23171/4642/57698/7456/4620/4842/4430/10163/781/81/7341/6717/2934/4647/23327/4646/4637/4632/29895/4622/6332/29098/7454/776",75
"GO:0051893","regulation of focal adhesion assembly","41/5939","63/18986",0.650793650793651,2.08047958477324,5.79560098689348,3.43597444757854e-08,5.50190845086943e-07,3.91806386707223e-07,"10395/347/25/6548/6422/7248/7070/4088/26073/23122/10979/387/7057/55920/3987/4653/6093/1845/3273/23332/23499/56940/6714/22998/9748/5747/2039/9475/395/9448/6281/7094/8829/9647/71/5879/5728/7414/5786/94/23603",41
"GO:0090109","regulation of cell-substrate junction assembly","41/5939","63/18986",0.650793650793651,2.08047958477324,5.79560098689348,3.43597444757854e-08,5.50190845086943e-07,3.91806386707223e-07,"10395/347/25/6548/6422/7248/7070/4088/26073/23122/10979/387/7057/55920/3987/4653/6093/1845/3273/23332/23499/56940/6714/22998/9748/5747/2039/9475/395/9448/6281/7094/8829/9647/71/5879/5728/7414/5786/94/23603",41
"GO:0072330","monocarboxylic acid biosynthetic process","109/5939","224/18986",0.486607142857143,1.55560249440743,5.64358749378436,3.66776511872812e-08,5.85823595352407e-07,4.17181471106794e-07,"8816/26063/3995/6296/10005/50640/6319/201562/2171/4023/84532/5166/11001/8309/157506/10196/27349/5354/255189/9444/80270/197322/345/109703458/3948/7923/54988/344/51422/253017/9885/80142/5321/23038/3028/23417/4706/240/37/63826/51141/8560/9536/9524/51144/5825/2628/5740/8644/2879/23352/11019/51495/5571/10728/31/1593/5565/10613/11057/5563/55902/5564/54995/4056/5562/6342/51102/5007/84869/11160/55258/5313/2194/9200/221955/114880/58526/347862/32/53632/114883/27306/11332/6916/873/972/64834/220/55825/2950/341/47/3692/22933/11315/114876/2948/11343/3620/2944/5742/2593/9420/2946/8854/4282/337/9415",109
"GO:0051098","regulation of binding","107/5939","219/18986",0.488584474885845,1.56192369762294,5.64298128966843,3.72545358200799e-08,5.93538889324951e-07,4.22675749102803e-07,"83666/5663/24144/9750/6612/4133/23560/23032/25/54552/6815/81857/2011/488/23028/81494/4686/53339/4043/8721/9532/5350/7122/2932/51339/567/3646/8663/7189/8664/114769/10399/4087/8239/51068/3080/1460/2962/1981/3434/65992/3428/3005/7009/64400/5195/3433/3078/1193/7295/2801/8751/5300/5515/166/6135/6093/5516/64710/302/10542/23557/6672/79567/80011/3146/2035/4140/4931/3300/2280/10763/581/10211/64855/9759/9693/3925/207/340061/489/4781/54496/2959/5824/5599/4035/7448/118/119/5899/8536/4830/5901/114991/7341/64771/22933/1601/9370/3416/165904/26119/5071/8904/6737/9235",107
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","71/5939","131/18986",0.541984732824427,1.73263548365122,5.67697472432499,4.18885380599842e-08,6.6484669079404e-07,4.7345604159063e-07,"56893/5663/6815/79016/57805/57630/8667/2932/1457/10399/23376/8239/819/10273/4534/1460/25831/51667/65992/7874/11146/9978/6599/1855/1453/51377/3326/7917/1459/9529/6135/7018/8473/150684/10444/9683/7415/5716/11337/2931/3300/1017/5887/5886/131377/84640/8078/369/1452/51035/207/5601/116224/1191/79699/26263/7514/3093/23640/4130/7341/22933/1601/11315/6613/25898/3303/6923/10755/5071/2729",71
"GO:0071806","protein transmembrane transport","46/5939","74/18986",0.621621621621622,1.98722143595018,5.74074609750563,4.1940526423213e-08,6.6484669079404e-07,4.7345604159063e-07,"5192/5194/23471/140823/23480/29928/54543/10452/131474/563/56993/131118/29090/84134/9868/5189/9804/10469/92609/9131/4170/10952/6253/8239/5190/5830/10245/11231/6729/100287932/7095/29927/5195/3309/3329/388552/9847/9321/80273/10972/26258/5191/23265/9179/3312/60412",46
"GO:0032790","ribosome disassembly","30/5939","41/18986",0.731707317073171,2.33914718335599,5.79134674137376,4.2198067188873e-08,6.67256937424055e-07,4.75172446055757e-07,"22980/51250/9100/219402/55776/92399/55325/4528/9147/55139/80279/10399/23376/10767/84340/65992/1939/28985/53918/26046/10985/8562/9470/9604/51095/64320/3396/26058/6059/25898",30
"GO:0042743","hydrogen peroxide metabolic process","37/5939","55/18986",0.672727272727273,2.1505977437279,5.76533725424012,4.30436014778734e-08,6.78929624308104e-07,4.83484894930622e-07,"10811/4129/2876/847/4353/23530/6647/10013/8288/2878/25824/5052/7295/7001/3240/3049/6622/10549/5880/1536/6648/4025/3043/3040/5879/11315/1956/3045/1535/10935/7837/3050/3047/3042/3048/2534/337",37
"GO:0030866","cortical actin cytoskeleton organization","31/5939","43/18986",0.720930232558139,2.30469462794222,5.77863620878108,4.44421407879326e-08,6.99245125581277e-07,4.97952135196553e-07,"29109/3996/1739/23136/5339/382/27183/112464/30846/5341/10787/91010/10015/3551/6093/2036/811/2035/8826/85369/752/10788/23433/9475/2037/7430/7094/5872/3936/5357/6242",31
"GO:0045017","glycerolipid biosynthetic process","115/5939","240/18986",0.479166666666667,1.53181652354493,5.59396536914068,4.57702863069309e-08,7.18354989804809e-07,5.11560807385027e-07,"8871/9487/65258/9896/8776/5105/1120/55326/8678/57678/2180/2171/8443/114971/440503/25979/81542/54928/23049/85465/255919/30849/376497/22979/8760/10423/8398/6901/2710/84803/336/56894/8694/10162/23761/8605/132001/7405/54947/10390/5321/54344/56994/2181/128869/5289/2170/3636/10555/23175/80271/55361/8813/5359/5291/3631/4534/128486/79143/718/8897/137695/9107/145567/5833/137964/51099/9489/27440/335/84668/81490/55697/8525/9663/54675/22908/51763/23167/8396/57104/57153/5298/5106/23396/5290/8821/10554/824/221955/79837/7069/253558/3613/5130/8394/64419/5295/5305/23399/51205/23659/5728/3707/5297/3612/5336/3628/8867/10380/23446/2822/3931/8898/1606",115
"GO:0051205","protein insertion into membrane","33/5939","47/18986",0.702127659574468,2.2445859142416,5.76370733743956,4.65057588015934e-08,7.28091397079402e-07,5.18494377050595e-07,"23471/285521/55831/10430/84233/5018/54499/617/83460/23420/10328/57003/819/51608/9694/79568/65055/51234/8266/93380/29927/23065/7917/7485/56851/6449/581/56926/65125/439/284361/51016/1956",33
"GO:0034446","substrate adhesion-dependent cell spreading","58/5939","101/18986",0.574257425742574,1.8358059412609,5.68217072735621,4.74989572625627e-08,7.41804702927676e-07,5.28260008126071e-07,"25/84168/9341/708/8322/3911/10979/387/55920/23189/8874/335/3611/3987/10631/4653/29780/2335/83706/55679/2316/5861/811/55742/201294/3915/5829/11078/6714/2244/2243/2266/1398/5747/5295/2039/1399/10109/3690/3912/2192/6281/91663/23380/5034/8829/2633/673/81/1601/5879/998/3685/23603/1793/4241/8516/8324",58
"GO:0042594","response to starvation","111/5939","230/18986",0.482608695652174,1.54282012050045,5.58799971469571,4.83021614841294e-08,7.52490569919011e-07,5.35869714779854e-07,"2309/5105/2752/143686/23334/96459/8678/133746/23032/10367/91689/8443/3158/5166/10730/90550/38/81929/30849/123/57521/6422/34/7249/51422/2621/7248/643246/23274/22954/5289/84557/53349/596/54828/201163/2475/54468/8897/8644/2308/83939/3428/6513/9779/58528/11152/26100/221937/9474/10533/91875/5571/3309/10985/790/867/5563/27244/64121/5562/7942/51520/10325/5610/3178/10226/8565/55062/23367/4287/26608/11345/10670/10919/5106/79567/5058/55364/11337/7532/83667/8428/1965/56681/7534/1312/53632/51100/857/3920/5587/26263/54407/5599/80315/5899/25989/3312/8735/51128/122622/2875/158/5062/5594/5595/5207/355/213/440",111
"GO:0000963","mitochondrial RNA processing","20/5939","23/18986",0.869565217391304,2.77985607297378,5.76238023882976,4.84410943455832e-08,7.52800790505685e-07,5.36090631591234e-07,"10922/79675/9692/25821/6832/55006/60493/55149/84881/22868/9238/60528/54931/3028/51654/80324/87178/90806/57570/51095",20
"GO:0006997","nucleus organization","80/5939","153/18986",0.522875816993464,1.67154744257247,5.62690125531913,4.95808998948568e-08,7.68163847018197e-07,5.47031096549343e-07,"25909/8467/165324/55706/9972/26092/1104/4001/25777/8815/8087/57142/81929/23306/4928/1760/23353/55746/129401/7175/57122/84823/26993/9631/7110/3021/53371/2010/23165/3148/9688/4000/10269/5339/23175/23435/274/221035/221496/7329/7536/4926/1639/27183/3267/1674/26135/27348/1861/9403/6223/23345/5371/79643/51510/27243/148362/57132/137886/54700/29082/91782/5119/79188/84942/5578/25978/5048/6683/23399/51652/5819/9525/8882/55968/7341/22933/128866/23198/6732",80
"GO:0006066","alcohol metabolic process","162/5939","363/18986",0.446280991735537,1.42668646389812,5.53788571111468,4.96725712933506e-08,7.68163847018197e-07,5.47031096549343e-07,"84310/27235/51478/5105/3422/5959/10682/54982/84532/3158/6609/51573/26002/1727/157506/284161/54884/55911/9444/348/112724/3421/2710/847/9677/6307/51109/336/23461/90809/8694/10162/319/3420/1595/10449/3991/224/5321/84105/54344/8228/7108/3930/3069/5444/37/3705/80271/4047/8813/51141/2235/9249/3631/338/10901/57665/427/8644/1717/2232/9563/1798/9784/335/7436/2222/1593/10613/5950/5341/5563/51805/55902/51635/5562/51477/6342/23780/23236/50814/57104/23262/2260/217/3419/5106/6818/7167/1645/8821/84869/3157/11160/50/3417/4598/6622/3418/125/3613/8613/6697/10558/2820/5860/8542/2584/4790/2230/6817/10654/51474/6652/1718/2055/220/55825/2539/231/341/23541/8574/47/2053/10327/351/5566/26007/11165/2770/1601/11315/283871/3632/3633/219/114876/3707/5092/5594/3612/2224/4204/11163/126/26119/5336/1646/91734/79178/9420/8867/158219/5592/216/8854/1071/337/2805/3931",162
"GO:0010038","response to metal ion","155/5939","345/18986",0.449275362318841,1.43625897103646,5.5172917179962,5.66764140390617e-08,8.74337362919671e-07,6.22640245630667e-07,"5066/4208/84059/131034/64116/841/4297/4205/538/221154/8678/7518/845/445/4129/10367/706/3158/6609/825/5621/9456/7134/2167/286097/58/847/288/728294/7037/10628/10165/567/6786/2395/80271/444/5359/10105/2235/84557/596/6261/2067/8754/10156/8644/10060/7779/1027/7057/817/4137/10243/8604/9474/84329/2821/5563/664/5111/5562/842/8895/5515/477/1728/6262/7390/5516/7018/22872/5176/811/29904/10768/4734/8826/79085/2931/7273/5313/5641/6649/29957/10235/1396/6622/1841/3613/2244/7036/1965/513/10016/140609/2243/2266/7184/6263/5601/1536/857/5530/6648/311/2664/805/358/55308/553115/2539/118/79901/241/5536/1742/3312/3297/6279/929/673/5499/6558/3162/7341/351/140576/142/48/5224/11315/210/1956/10058/10397/57103/3707/3184/25932/4521/100271927/27347/4204/5336/51596/5071/4048/682/2729/8904/836/2937/2822/4502",155
"GO:0110020","regulation of actomyosin structure organization","60/5939","106/18986",0.566037735849057,1.80952895316218,5.63885537451993,5.76871584128526e-08,8.87764664139399e-07,6.32202204760139e-07,"10395/1901/25/6548/91807/8195/11346/6422/29109/7248/55160/4088/7168/859/23122/961/2475/8500/10979/79933/11214/55616/387/10174/335/4653/51763/6093/23332/5058/7082/5345/5217/9639/5829/4089/22998/50848/55704/9530/3925/5295/9475/395/5587/6281/10163/8829/116985/9647/673/5216/71/5879/998/5062/389/3984/7454/1902",60
"GO:0033157","regulation of intracellular protein transport","79/5939","151/18986",0.52317880794702,1.67251605450111,5.59776870679431,5.80331511435281e-08,8.90921555783532e-07,6.34450316155229e-07,"5663/10956/347/948/131474/258010/3717/8692/9585/9648/7175/2621/56850/5108/337867/10155/53371/2010/2932/4088/975/23435/444/5770/7957/57506/5569/5905/10134/27248/9531/23176/51715/7327/3059/3320/89866/11142/7295/2316/64328/6672/9777/7531/79567/3843/51569/55754/2810/1020/11235/3728/79752/5295/11261/8934/5587/5781/55432/7514/22902/8882/10541/8536/5494/6844/5901/7341/5566/51614/998/11315/9370/55696/3936/1432/51684/5116/26229",79
"GO:0007009","plasma membrane organization","88/5939","173/18986",0.508670520231214,1.6261354600286,5.58173168399757,5.83483519071259e-08,8.93591587923901e-07,6.36351721194321e-07,"23418/9215/94121/7518/7042/6609/81671/50807/9788/7417/488/288/9885/81037/64398/23136/928/5339/859/274/5359/51429/8976/203859/57716/8560/92154/27183/79026/55207/287/4905/6810/6647/8436/29763/284612/30846/1291/3611/79643/51510/4627/302/27243/79065/85377/57132/54874/8826/26509/493829/112574/1785/6521/10211/81035/11252/6708/29082/91782/196527/5119/858/207/51100/51411/5864/6711/2054/857/25978/1191/8048/51652/6281/9525/2934/5104/5728/128866/10397/440026/208/840/55909/257364/1289",88
"GO:0061951","establishment of protein localization to plasma membrane","42/5939","66/18986",0.636363636363636,2.03434921703991,5.67917464142518,6.13026751297471e-08,9.3656864781558e-07,6.66956895194985e-07,"80852/57554/50807/288/7879/6248/56850/9341/163882/10890/90196/2181/10399/3875/10133/55737/27032/4905/4301/353116/63971/80262/23513/23062/950/2803/51125/10791/83871/23499/23163/55204/26088/5962/6711/64083/1445/6844/26003/9581/10434/4218",42
"GO:0051085","chaperone cofactor-dependent protein refolding","25/5939","32/18986",0.78125,2.49752694056238,5.72012905555584,6.49362670798633e-08,9.89691299470206e-07,7.04787030652467e-07,"25822/54788/3310/3336/3306/6388/6767/27348/1861/3309/10728/573/3337/11080/3305/30001/7266/972/51182/27433/3312/3303/3313/2580/10808",25
"GO:0009063","amino acid catabolic process","62/5939","111/18986",0.558558558558559,1.78561926128857,5.60062847429439,6.82745713030739e-08,1.03806890262486e-06,7.39238083516835e-07,"4942/9673/2752/113675/89874/2184/8659/1629/10295/1738/5625/4329/36/84706/594/56922/38/593/7915/23464/3712/1743/123688/10157/2108/2109/6470/64087/3028/27034/4552/137872/10247/1892/2653/549/3155/56267/883/55258/587/5860/2744/4846/11112/4842/57571/26275/493/2875/55556/3620/642/2746/2954/23576/3176/1428/138199/2806/51540/2805",62
"GO:0170033","L-amino acid metabolic process","91/5939","181/18986",0.502762430939227,1.60724827644589,5.53828807067081,7.10900001590387e-08,1.07828357555376e-06,7.67876084009912e-07,"586/4942/2752/113675/538/2184/445/8659/5625/84706/56922/7915/23464/3712/23463/1743/10157/6470/84105/2673/64087/10955/63826/65263/4522/2639/10994/4552/137872/10247/4548/4524/790/9945/2653/549/3155/10588/1503/26258/6472/56267/883/55258/435/56474/587/4357/5860/26227/5832/22928/2744/4846/58478/84245/80017/4842/8985/57571/5034/55256/56954/493/122622/2356/60496/11315/2875/8833/2730/22929/5092/443/6611/4204/3620/2746/2954/23576/51074/3176/2729/5471/138199/2806/5198/51540/2805/440/4482",91
