"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5389840","Mitochondrial translation elongation","84/4365","87/11146",0.96551724137931,2.46544219299285,11.0091978615994,9.66229378931252e-31,1.28186430938213e-28,7.53489401640248e-29,"122704/64968/51258/51023/9553/51263/116540/64983/54948/51021/55168/64960/51116/60488/51373/7818/55173/51081/10573/124995/23107/54460/55037/64951/29088/64432/90480/78988/64975/28977/51073/9801/56945/740/28973/10240/57129/51649/64963/65993/64928/63931/11222/5018/51069/51318/51264/128308/63875/64969/6150/79590/54148/116541/64949/28998/118487/51650/7284/65080/10102/65008/29093/51253/54534/65005/10884/55052/84545/6183/64978/28957/65003/26589/64976/219927/85476/29074/6182/51642/26284/3396/64981/64965",84
"R-HSA-5419276","Mitochondrial translation termination","84/4365","87/11146",0.96551724137931,2.46544219299285,11.0091978615994,9.66229378931252e-31,1.28186430938213e-28,7.53489401640248e-29,"122704/64968/51258/51023/9553/51263/116540/64983/54948/51021/55168/64960/51116/60488/51373/7818/55173/51081/10573/124995/23107/54460/55037/64951/29088/64432/90480/78988/64975/28977/51073/9801/56945/740/28973/10240/57129/51649/64963/65993/64928/63931/11222/5018/51069/51318/51264/128308/63875/64969/6150/79590/54148/92399/116541/64949/28998/118487/51650/65080/65008/29093/51253/54534/65005/54516/10884/55052/84545/6183/64978/28957/65003/26589/84340/64976/219927/29074/6182/51642/26284/3396/64981/64965",84
"R-HSA-9010553","Regulation of expression of SLITs and ROBOs","140/4365","172/11146",0.813953488372093,2.07842510455793,11.4355491010887,3.20939306488269e-30,3.74705037544031e-28,2.20254415747582e-28,"6235/22916/23032/4686/6210/6168/23053/6123/26019/5699/65109/4736/6205/6159/5720/6142/9775/6218/6203/5689/6139/5690/6231/6138/6207/9491/6130/6166/1981/6188/6129/6194/6136/5687/6224/6158/6191/6204/6122/5691/6233/5696/9861/9939/6147/6234/5709/5682/6141/6209/5685/6187/5692/5707/6201/6202/9978/6152/23521/5718/5688/5705/51065/6208/5694/6156/6161/5717/5684/6228/5693/5683/6125/5686/5708/9045/10213/6232/5695/6230/6222/6181/6223/6164/6143/6137/6189/5713/5719/5704/5710/6193/6217/1605/5700/6135/5701/6229/10921/23708/6160/8453/6155/6124/6146/5698/9349/6175/6132/5714/5716/6128/6176/5711/6144/5702/5706/6091/10197/5715/2935/25873/6134/3921/4116/6154/6206/6157/26986/6227/6921/5721/2197/6169/23198/6165/11224/6923/6192/2107",140
"R-HSA-72163","mRNA Splicing - Major Pathway","161/4365","207/11146",0.777777777777778,1.98605065546646,11.4889641936656,3.3327118902287e-30,3.74705037544031e-28,2.20254415747582e-28,"988/4236/79576/9360/10465/84950/55660/24148/79171/10181/9092/3550/51503/5546/85313/10250/5439/10284/24144/55749/83443/10523/22938/51362/9410/84844/6631/58517/3183/5411/23517/7307/22916/27339/23350/27238/8175/23451/11338/5430/10084/1655/51639/4904/6629/9128/6431/6434/9584/3191/10189/9416/1660/6428/51759/51747/3181/6429/3192/6432/10772/6426/51593/56259/10946/6627/10285/8683/26121/23524/10236/55234/9130/4686/220988/23020/6430/9879/10262/4670/6633/3188/55100/22827/27316/6625/23450/5431/2521/5432/151903/55702/10992/8449/10713/9785/10915/65109/11193/6636/6634/5434/6936/6427/6632/4809/9775/51729/2963/6626/5436/11017/10291/2962/6635/7536/3187/6628/84991/11325/23398/9939/9343/22826/10283/7737/5511/27336/53938/3178/3185/10594/10921/25804/1665/3190/5093/59286/11157/57819/51645/5433/4116/5094/5441/51691/27258/7919/10450/5438/3312/51690/5437/9295/1659/55696/3184/5725/22985/163859/8241",161
"R-HSA-376176","Signaling by ROBO receptors","168/4365","219/11146",0.767123287671233,1.95884448210391,11.4975431319702,3.53051228841738e-30,3.74705037544031e-28,2.20254415747582e-28,"4650/6235/22916/23032/25/6655/4686/6210/6168/23053/6123/26019/5699/65109/4736/6205/6159/5720/6142/9775/6218/6203/2817/5689/6139/5690/23122/6231/6138/6207/9491/6130/6166/1981/6188/6129/6194/6136/5687/6224/6158/6191/6204/6122/5691/6233/5696/10486/9861/9939/6147/5567/6234/5709/387/5682/6141/6209/5685/6187/5692/5707/6201/6202/9978/6152/23521/5718/5688/6654/8440/5705/51065/6208/5694/6156/6161/5717/5684/6228/5693/5683/6125/5686/5708/9045/10213/6232/5695/6230/6222/6181/6223/6164/6143/6137/6189/5713/5719/5704/5710/6193/6217/1605/5700/6135/5701/6229/10921/23708/6160/8453/6155/6124/6146/23332/5698/9349/6175/6132/5714/5058/5217/5716/7408/10487/6128/6176/5711/6144/5576/5702/5706/6091/6714/10197/5715/2935/25873/6134/3921/5532/4116/5578/6154/6206/6157/26986/6227/6921/5721/23380/8829/2197/5216/4690/5566/5879/998/6169/5062/23198/6165/11224/6923/6192/2107/55740",168
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","102/4365","113/11146",0.902654867256637,2.30492351671076,11.185689474845,4.16864372036834e-30,4.14780050176649e-28,2.4381080706628e-28,"6235/8894/6210/6168/1968/6123/8667/9669/8666/8662/4736/1975/8668/51386/6205/6159/3646/8663/8664/6142/6218/6203/10480/6139/6231/6138/6207/6130/6166/1981/6188/6129/6194/8661/6136/1964/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/27335/6201/6202/6152/23521/51065/6208/6156/6161/6228/8665/6125/9045/6232/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/8669/6135/6229/6160/6155/1983/6124/6146/9349/6175/6132/6128/6176/6144/7458/1965/25873/6134/3921/6154/6206/1974/1977/6157/6227/1973/2197/6169/6165/11224/6192",102
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","101/4365","112/11146",0.901785714285714,2.30270414007527,11.116641571173,9.74410138695098e-30,9.12506435766233e-28,5.36378088730614e-28,"6235/8894/6210/6168/1968/6123/8667/8666/8662/4736/1975/8668/51386/6205/6159/3646/8663/8664/6142/6218/6203/10480/6139/6231/6138/6207/6130/6166/1981/6188/6129/6194/8661/6136/1964/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/27335/6201/6202/6152/23521/51065/6208/6156/6161/6228/8665/6125/9045/6232/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/8669/6135/6229/6160/6155/6124/6146/9349/6175/6132/6128/6176/6144/7458/1965/25873/6134/3921/6154/6206/1974/1977/6157/26986/6227/1973/2197/6169/6165/11224/6192",101
"R-HSA-6798695","Neutrophil degranulation","306/4365","479/11146",0.638830897703549,1.63125067257818,11.3301002158224,5.23481266102675e-29,4.62990097575255e-27,2.72149032494315e-27,"5663/8836/64114/5657/566/527/978/4718/388698/121260/2171/11001/25798/948/1727/1509/258010/2512/4257/6278/3310/8987/3163/9761/4831/7276/6515/8804/5836/2896/3608/671/847/2495/7879/1794/30/535/8694/5869/124583/2207/4353/6727/80142/84418/10857/3958/10890/7520/2547/3107/290/158747/11333/23197/10555/567/25852/240/1476/10120/11240/57020/391/10396/8907/5689/9218/3916/8560/55004/1460/961/161/22931/718/374395/5473/427/1654/9522/1315/3615/1265/1508/9861/10075/23352/5709/387/387263/8288/5478/6993/5707/2683/8655/84514/51209/56888/5718/684/51646/10533/80301/8649/3320/3106/5717/51382/966/5611/5683/5686/5708/84061/4069/6836/5873/1915/10213/10493/84329/3482/2821/5695/3837/9145/114790/3326/53917/823/12/5713/5719/8895/197/1522/22918/51143/5269/317/5870/51719/28956/6282/57153/5701/6093/51125/1778/302/57826/3240/272/55832/58485/54472/5315/6793/29099/3146/79792/23412/5036/1774/4057/1471/7415/8826/55754/23317/80331/203068/5211/201294/10487/5777/1675/9588/3417/10383/5223/23191/55860/1650/8566/5702/28988/51071/10549/10043/411/26578/196527/3728/10788/6518/8773/1991/4790/728358/6709/4758/10097/340061/9342/102/10576/178/51411/2040/5864/10092/1536/5476/1938/5906/3920/127829/3614/2665/81567/353376/1729/2950/2548/10450/53916/1075/6386/10694/1511/5878/683/3312/5834/2720/8673/1604/6279/929/5199/56954/47/5788/10970/976/2934/9961/3043/5879/51552/23250/3685/210/7414/5175/3303/5912/960/9798/29108/1535/5594/230/22875/9535/3684/353/3689/4311/2444/1432/93100/5265/226/5004/23593/81619/23526/25801/6280/3074/55313/4048/29952/2992/4860/1992/1/8904/5049/5660/5005/5908/3848/5236/23071/4332/327/4282/388697/5547/1520",306
"R-HSA-72172","mRNA Splicing","162/4365","215/11146",0.753488372093023,1.92402781107648,10.9763921291322,1.40898678096913e-27,1.18058260805413e-25,6.93955262205847e-26,"988/4236/79576/9360/10465/84950/55660/24148/79171/10181/9092/3550/51503/5546/85313/10250/5439/10284/24144/55749/83443/10523/22938/51362/9410/84844/6631/58517/3183/5411/23517/7307/22916/79622/27339/23350/27238/8175/23451/11338/5430/10084/1655/51639/4904/6629/9128/6431/6434/9584/3191/10189/9416/1660/6428/51759/51747/3181/6429/3192/6432/10772/6426/51593/56259/10946/6627/10285/8683/26121/23524/10236/55234/9130/4686/220988/23020/6430/9879/10262/4670/6633/3188/55100/22827/27316/6625/23450/5431/2521/5432/151903/55702/10992/8449/10713/9785/10915/65109/11193/6636/6634/5434/6936/6427/6632/4809/9775/51729/2963/6626/5436/11017/10291/2962/6635/7536/3187/6628/84991/11325/23398/9939/9343/22826/10283/7737/5511/27336/53938/3178/3185/10594/10921/25804/1665/3190/5093/59286/11157/57819/51645/5433/4116/5094/5441/51691/27258/7919/10450/5438/3312/51690/5437/9295/1659/55696/3184/5725/22985/163859/8241",162
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","99/4365","113/11146",0.876106194690266,2.23713164857221,10.6045835508527,8.04027945448079e-27,6.4000624457667e-25,3.76200443949127e-25,"23471/6235/23480/28972/6210/6168/23478/6727/6123/6728/4736/6205/6159/10952/6142/6218/6203/6730/6139/6231/6138/6207/6130/6166/6747/6188/6129/6194/6136/6224/6158/6729/6191/6204/6122/6233/6147/6234/29927/6141/6209/6187/6201/6202/6152/23521/51065/6208/6156/6161/6228/6125/9045/6232/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/6135/6229/6734/6160/6748/6155/6124/6146/58477/6726/9349/6175/6132/6185/9789/6745/6184/6128/6176/6144/1650/6731/60559/25873/6134/3921/6154/6206/6157/6227/2197/6169/6165/11224/6192",99
"R-HSA-72689","Formation of a pool of free 40S subunits","91/4365","102/11146",0.892156862745098,2.27811692832918,10.4038183812569,4.45407101048225e-26,3.37661002318464e-24,1.98479655554823e-24,"6235/6210/6168/6123/8667/8666/8662/4736/8668/51386/6205/6159/3646/8663/8664/6142/6218/6203/10480/6139/6231/6138/6207/6130/6166/6188/6129/6194/8661/6136/1964/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/27335/6201/6202/6152/23521/51065/6208/6156/6161/6228/8665/6125/9045/6232/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/8669/6135/6229/6160/6155/6124/6146/9349/6175/6132/6128/6176/6144/25873/6134/3921/6154/6206/6157/6227/2197/6169/6165/11224/6192",91
"R-HSA-71291","Metabolism of amino acids and derivatives","242/4365","367/11146",0.659400544959128,1.68377513725417,10.686669778785,5.35527696825154e-26,3.87527315157112e-24,2.27791446161513e-24,"586/4942/9673/5827/2752/113675/1159/89874/55526/6235/2184/445/8659/1629/10295/1738/5625/4329/36/84706/594/55349/56922/38/55217/593/23464/57515/3712/1468/6210/1743/2936/6168/123688/10157/6470/1160/1152/6123/10166/7263/4967/5699/4736/6205/6821/6159/10165/64087/3028/51091/10955/27034/5720/6142/6218/9521/63826/6203/65263/5689/6139/5690/6231/2639/60678/6138/223/6207/4141/9491/6130/6166/2628/6188/6129/6194/6136/5687/6224/6158/58472/6191/6204/6122/5691/6233/5696/9861/6147/6234/501/5709/5682/6141/4552/6209/5685/6187/5692/5707/6201/4837/6202/6152/23521/8604/5718/5688/10247/5705/51065/6208/5694/6156/6161/5717/5684/6228/6301/5693/4548/5859/5683/6125/5686/5708/9045/10213/6232/1615/1892/5695/6230/6222/6181/6223/6164/6143/2653/100131187/6137/6189/9061/5713/5719/5704/51520/1158/5710/549/6193/6217/5917/5700/6135/5701/1728/6229/6160/6155/6124/6146/5698/2058/9349/6175/6132/5714/9255/56267/3735/25828/3376/5716/883/6128/6176/84890/5711/6144/5702/79814/5706/10197/9060/5715/435/587/25873/6134/4357/5860/3921/26227/5832/7965/22928/6154/6206/6157/2744/23474/6520/58478/6723/6227/11112/84245/5721/57571/1734/26275/2197/55256/191/2875/6169/23198/6165/11224/5092/9380/443/6611/6192/3620/2746/2954/2593/7296/51074/3176/1428/138199/23446/2806/85007/51540/2805/440",242
"R-HSA-199977","ER to Golgi Anterograde Transport","123/4365","155/11146",0.793548387096774,2.02632080700588,10.3232315104828,8.90569726548769e-25,6.16429132463322e-23,3.6234164160268e-23,"11014/63908/10945/7109/9570/288/10282/122553/84516/55014/140735/1781/81562/10113/10959/128637/381/51164/5537/1639/1315/375056/55738/1783/23243/10427/6811/22796/287/4905/10671/1314/90411/10121/51399/8655/9554/84342/1453/9276/89866/966/57511/83548/22820/83696/2804/25839/10484/2801/9527/23256/81027/1522/9919/51143/9382/55291/51693/7280/126003/8729/8615/3998/91949/10466/10540/81876/10972/347733/22870/1778/11196/5861/8775/6399/22872/11070/4253/7277/58485/11258/10652/11316/372/10381/286/2153/8774/84364/830/10383/51807/55860/22818/26958/84617/6708/6710/6709/378/832/10382/6711/6396/54732/10960/26984/1075/377/10342/1604/84790/51128/9632/27095/51226/5265/829/9871/347688/79861/112714",123
"R-HSA-162909","Host Interactions of HIV factors","107/4365","130/11146",0.823076923076923,2.10172173759803,10.137174423354,3.86394684902484e-24,2.56308474318648e-22,1.50660032841363e-22,"3159/55706/9972/1104/4869/23225/79902/23511/8815/81929/291/4928/55746/129401/7175/23279/1794/57122/23636/9631/8905/5699/53371/23165/5903/9688/567/5720/55690/8021/8907/5689/5690/4927/8086/161/5905/9491/1174/5687/5691/6233/5696/9861/1173/3105/5709/5682/1175/5478/5685/5692/163/5707/292/9978/8065/5718/79023/5688/5705/5694/5717/5684/5693/5683/5686/5708/162/10213/160/5695/3837/5713/5719/5704/5710/8480/5700/5701/164/5698/5714/5716/3836/293/5711/5702/5706/10197/5715/6396/7514/348995/9844/6921/5721/51606/6500/5901/5902/5879/5062/23198/6923/11168/2534",107
"R-HSA-2408522","Selenoamino acid metabolism","100/4365","119/11146",0.840336134453782,2.14579302511383,10.0817577056761,4.99591514725486e-24,3.1813987657719e-22,1.87004992248824e-22,"6235/6210/2936/6168/6123/4736/6205/6159/51091/6142/6218/9521/6203/6139/6231/60678/6138/6207/4141/6130/6166/6188/6129/6194/6136/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/6201/4837/6202/6152/23521/51065/6208/6156/6161/6228/6301/5859/6125/9045/6232/1615/6230/6222/6181/6223/6164/6143/6137/6189/9061/51520/6193/6217/5917/6135/6229/6160/6155/6124/6146/2058/9349/6175/6132/9255/3735/3376/6128/6176/6144/9060/25873/6134/3921/7965/22928/6154/6206/6157/6227/2197/191/6169/6165/11224/6192/7296/3176/51540",100
"R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","85/4365","96/11146",0.885416666666667,2.26090588010691,9.95456841586953,6.58123304311418e-24,4.02973961716837e-22,2.36871100215729e-22,"6235/22916/4686/6210/6168/6123/4736/6205/6159/6142/6218/6203/5976/6139/6231/6138/6207/6130/6166/1981/6188/6129/6194/6136/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/6201/6202/6152/23521/51065/6208/6156/6161/6228/6125/9045/6232/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/6135/6229/23708/6160/6155/6124/6146/9349/6175/6132/6128/6176/6144/2935/25873/6134/3921/6154/6206/6157/26986/6227/2197/6169/6165/11224/6192/2107",85
"R-HSA-162906","HIV Infection","165/4365","231/11146",0.714285714285714,1.82392407134675,10.1523504157226,1.06102424451602e-23,6.2561133232204e-22,3.67739007163643e-22,"6924/93343/3159/5439/55706/6883/9972/7518/1104/22916/4869/23225/11198/5430/6749/79902/23511/8815/51497/81929/291/4928/8148/4686/7936/55746/129401/7175/23279/1794/57122/23636/5431/5432/9631/2960/2237/8905/25920/5699/7520/2547/5434/53371/23165/5903/9688/567/5720/55690/8021/2963/8731/8907/5689/5436/5690/4927/2962/8086/6879/161/5905/9491/1174/5687/9397/27183/89853/5691/6233/5696/9861/137492/1173/51271/3105/5709/5682/1175/5478/5685/5692/163/5707/292/9978/4836/8065/9150/5718/79023/5688/5705/7251/5694/5717/5684/5693/5683/5686/5708/6917/162/10213/160/5695/3837/55048/5713/5719/5704/10015/6829/5710/8480/5700/5701/79643/51510/164/27243/5698/5714/5716/51160/3836/293/5711/5702/5706/5433/10197/5715/29082/91782/2958/5441/25978/6396/2959/7514/348995/9844/6921/51652/5438/51534/9525/5721/51606/6500/5901/79720/5437/5902/5879/128866/6827/23327/5062/23198/6923/11168/2534",165
